SiteCode,DataValue,LocalDateTime,UTCOffset,VariableCode,QualityControlLevelCode
S_GIOVANNI_BIAN,7.0,12/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,5.0,13/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,14/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,15/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,16/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,5.0,17/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,43.0,18/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,70.0,19/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,21.0,20/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,10.0,21/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,22/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,23/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,24/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,25/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,26/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,27/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,28/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,29/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,30/11/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,01/12/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,4.5,02/12/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,2.0,03/12/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,04/12/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,05/12/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,12.0,06/12/1951 09:00,1,Precipitation,3
